parameter,mean,median,mode,hpd_min,hpd_max,mutant,repressors,operator,IPTGuM,class
delta_bohr,1.614909191478175,1.5863640562388852,1.568830288487539,0.9914731777028487,2.1999617010640007,Q21M,60.0,O2,75.0,DNA
chain,2.5,2.5,2.0,1,4,Q21M,60.0,O2,100.0,DNA
chain_idx,500.5,500.5,510.0,1,951,Q21M,60.0,O2,100.0,DNA
warmup,0.0,0.0,0.0,0,0,Q21M,60.0,O2,100.0,DNA
divergent__,0.0,0.0,0.0,0,0,Q21M,60.0,O2,100.0,DNA
energy__,-37.22288361074013,-37.53376465891719,-38.62770435318548,-40.53712099373455,-32.91656423674049,Q21M,60.0,O2,100.0,DNA
treedepth__,2.628,3.0,3.0,2,3,Q21M,60.0,O2,100.0,DNA
accept_stat__,0.927359846799386,0.9574556904091034,0.9465684930577539,0.7484520882445753,1.0,Q21M,60.0,O2,100.0,DNA
stepsize__,0.5659318702438536,0.574514733464399,0.5760414978658552,0.48985266025350455,0.6248453537930753,Q21M,60.0,O2,100.0,DNA
n_leapfrog__,6.069,7.0,7.0,3,7,Q21M,60.0,O2,100.0,DNA
fc_mu_wt,0.8742685018403592,0.8745864078283818,0.8696527837138343,0.8296804903173334,0.9171857957458602,Q21M,60.0,O2,100.0,DNA
log_fc_sigma_wt,-2.6851752349634186,-2.705383786601285,-2.799937783793851,-3.139681406455011,-2.1926800126705936,Q21M,60.0,O2,100.0,DNA
fc_mu_mut,0.520512626713417,0.5207139087242456,0.5194266717879916,0.45995824133415075,0.5779950877197362,Q21M,60.0,O2,100.0,DNA
log_fc_sigma_mut,-2.4188875947913955,-2.4350273885857474,-2.531358914472219,-2.897483669416628,-1.954394778079327,Q21M,60.0,O2,100.0,DNA
fc_sigma_wt,0.0704250257337425,0.06684466485786619,0.06081384611430613,0.04123210223201128,0.10773606207674391,Q21M,60.0,O2,100.0,DNA
fc_sigma_mut,0.0919001157134667,0.08759534869937344,0.07955084400819037,0.054005136777255984,0.14038119069957194,Q21M,60.0,O2,100.0,DNA
lp__,39.20572818617217,39.56235120955037,41.45602223642185,36.162353617636136,41.4177069971503,Q21M,60.0,O2,100.0,DNA
bohr_wt,1.9552525796327036,1.9421340854311797,1.8978922483436396,1.544697767018355,2.3558875558751606,Q21M,60.0,O2,100.0,DNA
bohr_mut,0.08237217618597344,0.08290308448499017,0.07774582415308912,-0.16051076177708104,0.3145484154386604,Q21M,60.0,O2,100.0,DNA
delta_bohr,1.872880403446731,1.8597229070153132,1.8201464241905505,1.3978537214336455,2.3531950208003836,Q21M,60.0,O2,100.0,DNA
chain,2.5,2.5,3.0,1,4,Q21M,60.0,O2,250.0,DNA
chain_idx,500.5,500.5,944.0,1,951,Q21M,60.0,O2,250.0,DNA
warmup,0.0,0.0,0.0,0,0,Q21M,60.0,O2,250.0,DNA
divergent__,0.0,0.0,0.0,0,0,Q21M,60.0,O2,250.0,DNA
energy__,-40.573572899487885,-40.92247085065287,-40.542203361303244,-43.84552112652422,-36.350340592581446,Q21M,60.0,O2,250.0,DNA
treedepth__,2.5985,3.0,3.0,2,3,Q21M,60.0,O2,250.0,DNA
accept_stat__,0.9101121069191093,0.9511066847806373,0.8610505041190623,0.6905399897020844,1.0,Q21M,60.0,O2,250.0,DNA
stepsize__,0.5784750493036106,0.578055857249065,0.5287655385988272,0.5287655385988272,0.6290229441173744,Q21M,60.0,O2,250.0,DNA
n_leapfrog__,6.0025,7.0,7.0,3,7,Q21M,60.0,O2,250.0,DNA
fc_mu_wt,0.9372078470495162,0.9371757270687904,0.9331748306799629,0.9087434497183738,0.9674402039247382,Q21M,60.0,O2,250.0,DNA
log_fc_sigma_wt,-3.1592420246931745,-3.1823457055502846,-3.2859824279448593,-3.6458698960266327,-2.6439729852993175,Q21M,60.0,O2,250.0,DNA
fc_mu_mut,0.7601637751907782,0.7603428512360272,0.7588622644137177,0.7225869156073037,0.7973331047559319,Q21M,60.0,O2,250.0,DNA
log_fc_sigma_mut,-2.889574179202368,-2.9044262492703763,-2.9646586452209203,-3.362300956619599,-2.4083153281723355,Q21M,60.0,O2,250.0,DNA
fc_sigma_wt,0.04401973305394069,0.04148822178117119,0.03740382047858916,0.023940249488130286,0.06817287650252318,Q21M,60.0,O2,250.0,DNA
fc_sigma_mut,0.0573997891305481,0.05478021178780372,0.05157807266203692,0.032714395503877544,0.08703963865817643,Q21M,60.0,O2,250.0,DNA
lp__,42.53502859507355,42.88044287147821,44.69536846877053,39.534833512161605,44.674877347942264,Q21M,60.0,O2,250.0,DNA
bohr_wt,2.7330353241433887,2.702529296534512,2.6365127729973468,2.231004317602353,3.2808145564796347,Q21M,60.0,O2,250.0,DNA
bohr_mut,1.1563935956511582,1.1545600966476166,1.1464520039247768,0.9573300364392329,1.369708818578587,Q21M,60.0,O2,250.0,DNA
delta_bohr,1.5766417284922227,1.5519749103976705,1.49006076907257,1.0572655753254179,2.175180525280955,Q21M,60.0,O2,250.0,DNA
chain,2.5,2.5,2.0,1,4,Q21M,60.0,O2,500.0,DNA
chain_idx,500.5,500.5,168.0,1,951,Q21M,60.0,O2,500.0,DNA
warmup,0.0,0.0,0.0,0,0,Q21M,60.0,O2,500.0,DNA
divergent__,0.0,0.0,0.0,0,0,Q21M,60.0,O2,500.0,DNA
energy__,-52.53459067468485,-52.88678117656714,-55.88035806354962,-56.058900157873566,-48.30133285371347,Q21M,60.0,O2,500.0,DNA
treedepth__,2.61925,3.0,2.0,2,3,Q21M,60.0,O2,500.0,DNA
accept_stat__,0.9135964053824702,0.9548170570952828,1.0,0.6983909892943444,1.0,Q21M,60.0,O2,500.0,DNA
stepsize__,0.567968344469055,0.5774111735622056,0.5872232866965514,0.4651678116647291,0.6518832190869885,Q21M,60.0,O2,500.0,DNA
n_leapfrog__,6.2345,7.0,3.0,3,7,Q21M,60.0,O2,500.0,DNA
fc_mu_wt,0.9551714345596499,0.9552808496722438,0.9544068686845517,0.9431969345275485,0.966942270352728,Q21M,60.0,O2,500.0,DNA
log_fc_sigma_wt,-4.002351985616994,-4.017937491845386,-4.092494457503392,-4.439977845193701,-3.5386776712243777,Q21M,60.0,O2,500.0,DNA
fc_mu_mut,0.8730722912564867,0.8733080828656388,0.8696981227726476,0.8247350295169319,0.913864030958722,Q21M,60.0,O2,500.0,DNA
log_fc_sigma_mut,-2.738517190545673,-2.7642156959117394,-2.83575131911034,-3.222882620360859,-2.245021344058068,Q21M,60.0,O2,500.0,DNA
fc_sigma_wt,0.018825748862158872,0.01799003138663143,0.016697530286973038,0.011395947617660565,0.02843518722315944,Q21M,60.0,O2,500.0,DNA
fc_sigma_mut,0.06698931992411356,0.063025511329214,0.05867442605186124,0.038537501752158775,0.10350851894520942,Q21M,60.0,O2,500.0,DNA
lp__,54.562714141045596,54.91419568794154,56.82070961747769,51.47985179257047,56.76397271371871,Q21M,60.0,O2,500.0,DNA
bohr_wt,3.068002381286659,3.0616035521322296,3.0413329914917817,2.787575249326881,3.341533652592553,Q21M,60.0,O2,500.0,DNA
bohr_mut,1.9444930125827724,1.9305301059295719,1.8982922751259141,1.5467103565603808,2.3586237271862336,Q21M,60.0,O2,500.0,DNA
delta_bohr,1.1235093687038833,1.1327097454671766,1.1430407163658676,0.6089226623501638,1.6108435218613961,Q21M,60.0,O2,500.0,DNA
chain,2.5,2.5,1.0,1,4,Q21M,60.0,O2,1000.0,DNA
chain_idx,500.5,500.5,687.0,1,951,Q21M,60.0,O2,1000.0,DNA
warmup,0.0,0.0,0.0,0,0,Q21M,60.0,O2,1000.0,DNA
divergent__,0.0,0.0,0.0,0,0,Q21M,60.0,O2,1000.0,DNA
energy__,-41.84677998622111,-42.24801971729028,-40.17841961142659,-45.280731629682045,-37.439675693689296,Q21M,60.0,O2,1000.0,DNA
treedepth__,2.651,3.0,3.0,2,3,Q21M,60.0,O2,1000.0,DNA
accept_stat__,0.89597703581985,0.9542804376121894,0.9879123086026276,0.5600747295056377,1.0,Q21M,60.0,O2,1000.0,DNA
stepsize__,0.500993904610688,0.4768409148430758,0.6116839204133235,0.4386098683433333,0.6116839204133235,Q21M,60.0,O2,1000.0,DNA
n_leapfrog__,6.4475,7.0,7.0,3,7,Q21M,60.0,O2,1000.0,DNA
fc_mu_wt,0.9606582004349458,0.9609205807878192,0.9569684222937974,0.9326120883572628,0.988509565431481,Q21M,60.0,O2,1000.0,DNA
log_fc_sigma_wt,-3.067596251707355,-3.0842726605118873,-3.1486196148288603,-3.5113209370823504,-2.5871699507652797,Q21M,60.0,O2,1000.0,DNA
fc_mu_mut,0.9077057920272321,0.908100798743923,0.9071470724141958,0.8721549556540893,0.9438111373622539,Q21M,60.0,O2,1000.0,DNA
log_fc_sigma_mut,-2.960577364592894,-2.9786708130924744,-3.0965196819799035,-3.4709366624652196,-2.443789809111778,Q21M,60.0,O2,1000.0,DNA
fc_sigma_wt,0.0479695987624681,0.04576330743024079,0.042911320152887025,0.027762644936205717,0.07204937144596363,Q21M,60.0,O2,1000.0,DNA
fc_sigma_mut,0.0537568116580306,0.05086039193035398,0.04520626109301747,0.02945930887605335,0.08484905858826143,Q21M,60.0,O2,1000.0,DNA
lp__,43.836822054479796,44.24071130402593,46.139859584199186,40.59900494139932,46.089680812739275,Q21M,60.0,O2,1000.0,DNA
bohr_wt,3.288281023588019,3.2022958115700755,3.101836182910491,2.457271675098152,4.16192157941988,Q21M,60.0,O2,1000.0,DNA
bohr_mut,2.3057036539918676,2.290663046659062,2.2792877720022595,1.8722474828015103,2.730648519615685,Q21M,60.0,O2,1000.0,DNA
delta_bohr,0.9825773695961447,0.914189728286674,0.8225484109082313,0.05219255158012359,1.988481113716297,Q21M,60.0,O2,1000.0,DNA
chain,2.5,2.5,3.0,1,4,Q21M,60.0,O2,5000.0,DNA
chain_idx,500.5,500.5,833.0,1,951,Q21M,60.0,O2,5000.0,DNA
warmup,0.0,0.0,0.0,0,0,Q21M,60.0,O2,5000.0,DNA
divergent__,0.0,0.0,0.0,0,0,Q21M,60.0,O2,5000.0,DNA
energy__,-40.88241264160825,-41.218286203067436,-41.143674049434594,-44.12479130810003,-36.67625509931905,Q21M,60.0,O2,5000.0,DNA
treedepth__,2.7305,3.0,1.0,2,3,Q21M,60.0,O2,5000.0,DNA
accept_stat__,0.930864481480339,0.9645069314316475,0.8308464308738316,0.7501484043821796,1.0,Q21M,60.0,O2,5000.0,DNA
stepsize__,0.47852967226870224,0.4813794113899731,0.3939292565157322,0.3939292565157322,0.5574306097789594,Q21M,60.0,O2,5000.0,DNA
n_leapfrog__,6.799,7.0,3.0,3,7,Q21M,60.0,O2,5000.0,DNA
fc_mu_wt,0.9384173763152905,0.9385090390884518,0.9355722392872518,0.9051053552989977,0.9755465359223843,Q21M,60.0,O2,5000.0,DNA
log_fc_sigma_wt,-2.91705841696678,-2.937265290875766,-2.9912046890154507,-3.379211729618656,-2.437597136242751,Q21M,60.0,O2,5000.0,DNA
fc_mu_mut,0.8877527129610183,0.8878483291820238,0.8841892297593383,0.8617488787262809,0.9167614808308034,Q21M,60.0,O2,5000.0,DNA
log_fc_sigma_mut,-3.231325269927067,-3.250132082813475,-3.3788719151514557,-3.736151425777816,-2.7220706383195754,Q21M,60.0,O2,5000.0,DNA
fc_sigma_wt,0.055840737813992736,0.05301049900844294,0.05022689247677254,0.032306930987357985,0.08484270192747044,Q21M,60.0,O2,5000.0,DNA
fc_sigma_mut,0.0409863320932644,0.03876908708173943,0.034085884824542605,0.02215234160028209,0.06290352617961725,Q21M,60.0,O2,5000.0,DNA
lp__,42.87675138465861,43.21731035697976,45.06667696013811,39.85854714847878,45.06001589762849,Q21M,60.0,O2,5000.0,DNA
bohr_wt,2.7732720918199485,2.7254023004403143,2.6756137555127446,2.173327150206121,3.5175025308974277,Q21M,60.0,O2,5000.0,DNA
bohr_mut,2.075666176583489,2.068948769269216,2.03271353247004,1.7996085756165878,2.3604701342117984,Q21M,60.0,O2,5000.0,DNA
delta_bohr,0.6976059152364592,0.6557622943416821,0.6429002230427048,0.02057036038963389,1.4870872014172578,Q21M,60.0,O2,5000.0,DNA
chain,2.5,2.5,2.0,1,4,Q21M,124.0,O2,0.0,DNA
chain_idx,500.5,500.5,204.0,1,951,Q21M,124.0,O2,0.0,DNA
warmup,0.0,0.0,0.0,0,0,Q21M,124.0,O2,0.0,DNA
divergent__,0.0,0.0,0.0,0,0,Q21M,124.0,O2,0.0,DNA
energy__,-77.48572019043942,-77.82202960342833,-80.78458826980926,-81.0084925187761,-73.29757371536259,Q21M,124.0,O2,0.0,DNA
treedepth__,2.77125,3.0,2.0,1,3,Q21M,124.0,O2,0.0,DNA
accept_stat__,0.9044111517236108,0.9572580704538589,0.9542527479264162,0.6219211247883699,1.0,Q21M,124.0,O2,0.0,DNA
stepsize__,0.45172868684868384,0.47671168323049906,0.5059828704953884,0.3475085104382822,0.5059828704953884,Q21M,124.0,O2,0.0,DNA
n_leapfrog__,7.6715,7.0,5.0,3,15,Q21M,124.0,O2,0.0,DNA
fc_mu_wt,0.026800542709570975,0.02676802320907329,0.02690945876948314,0.023946807934750458,0.029521056085623276,Q21M,124.0,O2,0.0,DNA
log_fc_sigma_wt,-5.439131150314957,-5.454969427178145,-5.567632232240904,-5.874894773787473,-4.9604943121393275,Q21M,124.0,O2,0.0,DNA
fc_mu_mut,0.016874627379865847,0.01685320825552561,0.017005805168830435,0.005319538058854101,0.029310571676264385,Q21M,124.0,O2,0.0,DNA
log_fc_sigma_mut,-3.9982575968356744,-4.018228080928321,-4.12081187591623,-4.4637623275801745,-3.466274149326024,Q21M,124.0,O2,0.0,DNA
fc_sigma_wt,0.004475952621490516,0.004275007488626776,0.0038195134551365978,0.002651035583502791,0.006767090103369057,Q21M,124.0,O2,0.0,DNA
fc_sigma_mut,0.01900876103636443,0.017984804342395022,0.016231331264180002,0.010421226938763533,0.02908098086017993,Q21M,124.0,O2,0.0,DNA
lp__,79.4904484461781,79.88329116314819,81.75278268891225,76.26330963001233,81.73681501903951,Q21M,124.0,O2,0.0,DNA
bohr_wt,-3.5935479488915107,-3.593414456685334,-3.5879992796168545,-3.7076820504067696,-3.4926859319019083,Q21M,124.0,O2,0.0,DNA
bohr_mut,-4.1492984547425324,-4.066217400193846,-4.057048448281869,-5.038485859319417,-3.407235418017738,Q21M,124.0,O2,0.0,DNA
delta_bohr,0.5557505058510201,0.4744860207789632,0.4690491686650149,-0.22834841373322545,1.4243517012557323,Q21M,124.0,O2,0.0,DNA
chain,2.5,2.5,4.0,1,4,Q21M,124.0,O2,0.1,DNA
chain_idx,500.5,500.5,222.0,1,951,Q21M,124.0,O2,0.1,DNA
warmup,0.0,0.0,0.0,0,0,Q21M,124.0,O2,0.1,DNA
divergent__,0.0,0.0,0.0,0,0,Q21M,124.0,O2,0.1,DNA
energy__,-78.1877192749782,-78.5681393771873,-81.33168308135495,-81.6155242361768,-74.10370452840695,Q21M,124.0,O2,0.1,DNA
treedepth__,2.72375,3.0,2.0,2,3,Q21M,124.0,O2,0.1,DNA
accept_stat__,0.9071077863106237,0.9596279554678816,0.9960929543080353,0.5990633612505657,1.0,Q21M,124.0,O2,0.1,DNA
stepsize__,0.48503078373111447,0.4986767809642737,0.4893912662931304,0.42386347301129035,0.5189060999846424,Q21M,124.0,O2,0.1,DNA
n_leapfrog__,6.6145,7.0,7.0,3,7,Q21M,124.0,O2,0.1,DNA
fc_mu_wt,0.026809063960617243,0.026826026837578343,0.02674227947060992,0.02363509622707305,0.030034805379024143,Q21M,124.0,O2,0.1,DNA
log_fc_sigma_wt,-5.311762990591163,-5.331892861160935,-5.455070047872078,-5.760719605626274,-4.829480391151722,Q21M,124.0,O2,0.1,DNA
fc_mu_mut,0.007050798580128871,0.006683939311594667,0.00819777820993961,4.434482269433104e-05,0.013922880795255055,Q21M,124.0,O2,0.1,DNA
log_fc_sigma_mut,-4.312181901743924,-4.324654825355914,-4.374186721501694,-4.757508200087359,-3.7990193786090307,Q21M,124.0,O2,0.1,DNA
fc_sigma_wt,0.005095502902399448,0.004834909561317935,0.004274577346178216,0.0030513688210625687,0.007863213915106691,Q21M,124.0,O2,0.1,DNA
fc_sigma_mut,0.013857901171946064,0.013238118797488768,0.012598384072018767,0.007577265753822143,0.020844597542652395,Q21M,124.0,O2,0.1,DNA
lp__,80.20810715763686,80.57603566479656,82.50207693247741,77.06904146487886,82.40706594858553,Q21M,124.0,O2,0.1,DNA
bohr_wt,-3.5937671674727474,-3.5911903002949375,-3.5944031054262933,-3.7150140916381007,-3.469120736523485,Q21M,124.0,O2,0.1,DNA
bohr_mut,-5.153705037560369,-5.001341403069318,-4.795660546662634,-6.671311918422982,-4.00474204901367,Q21M,124.0,O2,0.1,DNA
delta_bohr,1.5599378700876252,1.4050485775479018,1.2012574412363408,0.3981245004720204,3.1109182017744583,Q21M,124.0,O2,0.1,DNA
chain,2.5,2.5,3.0,1,4,Q21M,124.0,O2,5.0,DNA
chain_idx,500.5,500.5,989.0,1,951,Q21M,124.0,O2,5.0,DNA
warmup,0.0,0.0,0.0,0,0,Q21M,124.0,O2,5.0,DNA
divergent__,0.0,0.0,0.0,0,0,Q21M,124.0,O2,5.0,DNA
energy__,-57.03299366625208,-57.38709398447419,-56.124645597638406,-60.56119204738994,-52.65735416250481,Q21M,124.0,O2,5.0,DNA
treedepth__,2.93125,3.0,3.0,2,4,Q21M,124.0,O2,5.0,DNA
accept_stat__,0.9258946930011123,0.9719209476391926,0.9681600212626014,0.6738769466438393,1.0,Q21M,124.0,O2,5.0,DNA
stepsize__,0.39528093633153594,0.37907986620925116,0.40115841839464855,0.3541180189359953,0.46884599397148075,Q21M,124.0,O2,5.0,DNA
n_leapfrog__,8.52,7.0,7.0,3,15,Q21M,124.0,O2,5.0,DNA
fc_mu_wt,0.07930594821855838,0.0794609544337509,0.08007144354257101,0.06197143046808362,0.09518825630525396,Q21M,124.0,O2,5.0,DNA
log_fc_sigma_wt,-3.6347851797446746,-3.6568102976385606,-3.7684806927076413,-4.080740985605739,-3.1635490605099785,Q21M,124.0,O2,5.0,DNA
fc_mu_mut,0.011218982510359028,0.010497713436965761,0.01295384108507125,2.4183158518154002e-05,0.023209662913467932,Q21M,124.0,O2,5.0,DNA
log_fc_sigma_mut,-3.807642842221072,-3.8321954877757007,-3.9121847842912665,-4.278757230639267,-3.291798515838917,Q21M,124.0,O2,5.0,DNA
fc_sigma_wt,0.027173426656690577,0.025814722982443344,0.023087113074038015,0.01578374217381346,0.04076867586487753,Q21M,124.0,O2,5.0,DNA
fc_sigma_mut,0.02296780330976362,0.021662004849188534,0.019996764684447485,0.01263949257968641,0.0353905283201008,Q21M,124.0,O2,5.0,DNA
lp__,59.056011640079284,59.444701461909276,61.39807896464427,55.76657643147051,61.37654599654387,Q21M,124.0,O2,5.0,DNA
bohr_wt,-2.4575625991792736,-2.449693659557906,-2.441376730573942,-2.70805075597343,-2.2440083189578823,Q21M,124.0,O2,5.0,DNA
bohr_mut,-4.72262690390355,-4.546044645839968,-4.333324452172733,-6.438730916406984,-3.402499583267205,Q21M,124.0,O2,5.0,DNA
delta_bohr,2.2650643047242656,2.0962411797068965,1.891947721598791,0.9667782807554604,4.04067588380906,Q21M,124.0,O2,5.0,DNA
chain,2.5,2.5,4.0,1,4,Q21M,124.0,O2,10.0,DNA
chain_idx,500.5,500.5,835.0,1,951,Q21M,124.0,O2,10.0,DNA
warmup,0.0,0.0,0.0,0,0,Q21M,124.0,O2,10.0,DNA
divergent__,0.0,0.0,0.0,0,0,Q21M,124.0,O2,10.0,DNA
energy__,-51.27274617012855,-51.63387944787903,-55.239952254924944,-54.94970935305259,-46.90117805032779,Q21M,124.0,O2,10.0,DNA
treedepth__,2.651,3.0,2.0,2,3,Q21M,124.0,O2,10.0,DNA
accept_stat__,0.9168912394457127,0.9592885897212393,0.9970330755476162,0.6887156247176465,1.0,Q21M,124.0,O2,10.0,DNA
stepsize__,0.515901691423494,0.5545636373325444,0.5499424891054115,0.39267037795501564,0.5618091130738788,Q21M,124.0,O2,10.0,DNA
n_leapfrog__,6.434,7.0,3.0,3,7,Q21M,124.0,O2,10.0,DNA
fc_mu_wt,0.1444198187691891,0.14439516982150552,0.14511445274292223,0.11724362019979917,0.17357257884432375,Q21M,124.0,O2,10.0,DNA
log_fc_sigma_wt,-3.133210386170404,-3.1553805633710565,-3.2671652373679985,-3.5840315286052102,-2.6342037610534814,Q21M,124.0,O2,10.0,DNA
fc_mu_mut,0.02644390198065694,0.026541311412291768,0.027730397281836905,0.0124351333293512,0.040599189282439774,Q21M,124.0,O2,10.0,DNA
log_fc_sigma_mut,-3.963249086932596,-3.9903305229512864,-4.086003081308509,-4.444578588922776,-3.4144790406821373,Q21M,124.0,O2,10.0,DNA
fc_sigma_wt,0.044997066832614833,0.042622177514744286,0.03811431912634978,0.026139176472381287,0.0691813405515095,Q21M,124.0,O2,10.0,DNA
fc_sigma_mut,0.01974180474610289,0.01849360057060008,0.01680627280002277,0.010630569418309973,0.03077811657918142,Q21M,124.0,O2,10.0,DNA
lp__,53.28079257680228,53.64566292846456,55.5936894543234,50.02846871305492,55.54120076048697,Q21M,124.0,O2,10.0,DNA
bohr_wt,-1.7837880451748351,-1.7792548474448784,-1.7734448367935127,-2.0186623553982743,-1.5603854835328153,Q21M,124.0,O2,10.0,DNA
bohr_mut,-3.6481727585092987,-3.6021529475923035,-3.5571039487391,-4.29424893026994,-3.1284840184682747,Q21M,124.0,O2,10.0,DNA
delta_bohr,1.8643847133344753,1.826863588549097,1.7836591119455871,1.283442961754463,2.5575833894889834,Q21M,124.0,O2,10.0,DNA
chain,2.5,2.5,3.0,1,4,Q21M,124.0,O2,25.0,DNA
chain_idx,500.5,500.5,391.0,1,951,Q21M,124.0,O2,25.0,DNA
warmup,0.0,0.0,0.0,0,0,Q21M,124.0,O2,25.0,DNA
divergent__,0.0,0.0,0.0,0,0,Q21M,124.0,O2,25.0,DNA
energy__,-36.6928523360509,-37.07922879213842,-38.91175560345715,-40.308965767238455,-32.25470035644602,Q21M,124.0,O2,25.0,DNA
treedepth__,2.60775,3.0,2.0,2,3,Q21M,124.0,O2,25.0,DNA
accept_stat__,0.9147234992029417,0.9529958868924276,0.9860702939095493,0.6965116879420643,1.0,Q21M,124.0,O2,25.0,DNA
stepsize__,0.5838179951026631,0.5894290254095067,0.5109045317721624,0.5109045317721624,0.645509397819548,Q21M,124.0,O2,25.0,DNA
n_leapfrog__,6.0335,7.0,5.0,3,7,Q21M,124.0,O2,25.0,DNA
fc_mu_wt,0.37479221262651635,0.37452370484391845,0.37440688018551926,0.3219623448811526,0.4319942057433229,Q21M,124.0,O2,25.0,DNA
log_fc_sigma_wt,-2.4903499497207453,-2.5054006530181274,-2.5613153977508483,-2.934800868656195,-2.0109560819271994,Q21M,124.0,O2,25.0,DNA
fc_mu_mut,0.0995926895348214,0.09919748435362358,0.10283592465246505,0.05083721218593562,0.14893336785132782,Q21M,124.0,O2,25.0,DNA
log_fc_sigma_mut,-2.6067797987153294,-2.6247544368681437,-2.7311135491556118,-3.0649245522007753,-2.096626256833166,Q21M,124.0,O2,25.0,DNA
fc_sigma_wt,0.08538821239112193,0.0816428809807925,0.07720312081136083,0.04884186921249838,0.12745692998951613,Q21M,124.0,O2,25.0,DNA
fc_sigma_mut,0.07643868835455113,0.0724575477995488,0.06514670520387277,0.044461842496456745,0.11768119105903105,Q21M,124.0,O2,25.0,DNA
lp__,38.74198069941297,39.13289049480851,41.030384259432026,35.45446838781058,40.93892970097809,Q21M,124.0,O2,25.0,DNA
bohr_wt,-0.5134523627613957,-0.5128583334908843,-0.5133570704331475,-0.7447682275782086,-0.27371944430227846,Q21M,124.0,O2,25.0,DNA
bohr_mut,-2.236830165686695,-2.206173397034221,-2.166104007418904,-2.7852861962218975,-1.6548173284912284,Q21M,124.0,O2,25.0,DNA
delta_bohr,1.7233778029253033,1.6946534158052116,1.6527469369857566,1.0833262617061146,2.3136174127183957,Q21M,124.0,O2,25.0,DNA
chain,2.5,2.5,4.0,1,4,Q21M,124.0,O2,50.0,DNA
chain_idx,500.5,500.5,731.0,1,951,Q21M,124.0,O2,50.0,DNA
warmup,0.0,0.0,0.0,0,0,Q21M,124.0,O2,50.0,DNA
divergent__,0.0,0.0,0.0,0,0,Q21M,124.0,O2,50.0,DNA
energy__,-31.964553897997007,-32.31048925787523,-35.393575662073516,-35.53807292088736,-28.007270995147756,Q21M,124.0,O2,50.0,DNA
treedepth__,2.6155,3.0,2.0,2,3,Q21M,124.0,O2,50.0,DNA
accept_stat__,0.9187215416250907,0.9541753200001734,0.9971153724591648,0.7204134587739238,1.0,Q21M,124.0,O2,50.0,DNA
stepsize__,0.5909560905087957,0.5904448550917349,0.5500953894569435,0.5500953894569435,0.6328392623947309,Q21M,124.0,O2,50.0,DNA
n_leapfrog__,6.0355,7.0,7.0,3,7,Q21M,124.0,O2,50.0,DNA
fc_mu_wt,0.6188326081832872,0.6189000545629041,0.6220476235182578,0.5501813656820367,0.688682956159702,Q21M,124.0,O2,50.0,DNA
log_fc_sigma_wt,-2.2404761841658414,-2.259620385182438,-2.370193977963184,-2.697980739992682,-1.7652177657497703,Q21M,124.0,O2,50.0,DNA
fc_mu_mut,0.21419449522360406,0.21404078976833119,0.21682591475511648,0.15229646381202477,0.2816344109615877,Q21M,124.0,O2,50.0,DNA
log_fc_sigma_mut,-2.340169147034958,-2.3587917990172924,-2.432035454364454,-2.8091479011162277,-1.8563250692905104,Q21M,124.0,O2,50.0,DNA
fc_sigma_wt,0.10966272058923869,0.10439010527200202,0.09346259483578505,0.06580919863451254,0.1681288339587175,Q21M,124.0,O2,50.0,DNA
fc_sigma_mut,0.09939512682964158,0.09453437101442583,0.0878578198751634,0.05749477779915187,0.15247345706969384,Q21M,124.0,O2,50.0,DNA
lp__,33.92906210390143,34.28788948663122,36.08055913863929,30.87601267605372,36.00631537550509,Q21M,124.0,O2,50.0,DNA
bohr_wt,0.4871660352310308,0.48488213226934795,0.49824845541123663,0.2014035129795271,0.7939691879204239,Q21M,124.0,O2,50.0,DNA
bohr_mut,-1.3105592398942427,-1.3007382925635889,-1.284260206945418,-1.711160573358418,-0.9324034051128387,Q21M,124.0,O2,50.0,DNA
delta_bohr,1.7977252751252677,1.7878225207858403,1.7825086623566548,1.3373656027080616,2.286083286786339,Q21M,124.0,O2,50.0,DNA
chain,2.5,2.5,3.0,1,4,Q21M,124.0,O2,75.0,DNA
chain_idx,500.5,500.5,304.0,1,951,Q21M,124.0,O2,75.0,DNA
